Key,Team,League,Season,Rank,Games,Wins,Draws,Losses,Points,GoalsFor,GoalsAgainst,GoalDifference,Goals,Possession,PassSuccess,CrossesPerGame,ThroughBallsPerGame,LongBallsPerGame,ShortPassesPerGame,OpenPlayGoals,CounterAttackGoals,SetPieceGoals,PenaltyGoals,OwnGoals,TotalTacklesPerGame,DribbledPastPerGame,TotalAttemptedTacklesPerGame,InterceptionsPerGame,FouledPerGame,FoulsPerGame,YellowCardPerGame,RedCardPerGame,OffsidesPerGame,ClearancesPerGame,ShotsBlockedPerGame,CrossesBlockedPerGame,TiotalSavesPerGame,SixYardSavesPerGame,PenaltyAreaSavesPerGame,OutOfBoxSavesPerGame,TotalShotsPerGame,OutOfBoxShotsPerGame,SixYardBoxShotsPerGame,PenaltyAreaShotsPerGame,GoalsPerGame,SixYardGoalsPerGame,PenaltyAreaGoalsPerGame,OutOfBoxGoalsPerGame,UnsuccessfulDribblesPerGame,SuccessfulDribblesPerGame,TotalDribblesPerGame,DisspossedPergame,TotalAerialDuelsPerGame,AerialDuelsWonPerGame,AerialDuelsLostPerGame,TotalPassesPerGame,AccurateLongBallsPerGame,InAccurateLongBallsPerGame,AccShortPassesPerGame,InAccurateShortPassesPerGame,TotalKeyPassesPerGame,LongKeyPassesPerGame,ShortKeyPassesPerGame,CrossAssistPerGame,CornerAssistPerGame,ThroughballAssistPerGame,FreekickAssistPerGame,ThrowInAssistPergame,OtherAssistPerGame,TotalAssistPerGame,ShotsOnTarget,ShotsOnTargetAgainst,ShotsOnTargetPer90,ShotsOnTargetAgainstPer90,Touches,TouchesDefPen,TouchesDefThird,TouchesMidThird,TouchesAttThird,TouchesAttPen,LiveTouches,NumOfPlayersDribbledPast,Nutmegs,Controlled,DistMovedWithBall,ProgressiveDistMoved,ProgC,ProgressiveIntoFinalThird,ProgressiveInto18Yard,Miscontrols,MiscontrolsAfterTackle,ProgressivePassReceived
Fulham DL 2011/2012,Fulham,Premier League,2011/2012,9,38,14,10,14,52,48,51,-3,48,49.3,81.4,17,2,63,419,28,3,9,3,5,17.6,5.8,23.4,16.9,11.1,9.9,1.4,0,2.2,26.5,3.7,3.1,3.8,0.2,1.8,1.8,14.2,6.8,0.8,6.7,1.2,0.2,0.7,0.2,6.8,6.4,13.2,12.3,18.9,9.5,9.4,475.2,32.5,28.6,354.1,59.9,11.2,2,9.2,0.2,0.1,0.2,0.1,0,0.4,0.8,197,200,5.184210526,5.263157895,,,,,,,,,,,,,,,,,,
Liverpool DL 2011/2012,Liverpool,Premier League,2011/2012,8,38,14,10,14,52,47,40,7,45,53.6,80.7,29,3,67,441,24,3,14,1,5,19.1,5.6,24.7,13.3,10.1,10.6,1.4,0.1,3.4,18.9,2.8,1.9,2.4,0.1,1.2,1.1,17.6,7.3,1.3,9,1.2,0.3,0.7,0.2,7.8,7.5,15.3,11.6,22,12.9,9.1,502.3,39.2,25.9,366.1,71.1,12.7,3.1,9.6,0.2,0.1,0.1,0,0,0.4,0.7,210,137,5.526315789,3.605263158,,,,,,,,,,,,,,,,,,
Sunderland DL 2011/2012,Sunderland,Premier League,2011/2012,13,38,11,12,15,45,45,46,-1,45,45.6,73.6,23,1,68,312,29,3,10,1,2,21.7,6.9,28.6,17.2,10.1,10.8,1.6,0.1,2,30.5,5.1,2.8,3.1,0.1,1.7,1.3,12.1,5.7,0.8,5.5,1.2,0.2,0.6,0.3,6.8,5.4,12.1,11.1,25.8,10.8,15,376.6,30.5,35.9,246.7,63.5,8.9,1.9,6.9,0.3,0.1,0.1,0,0,0.4,0.7,147,170,3.868421053,4.473684211,,,,,,,,,,,,,,,,,,
Swansea DL 2011/2012,Swansea,Premier League,2011/2012,11,38,12,11,15,47,44,51,-7,44,56.2,85.1,19,3,65,497,30,1,7,5,1,18.6,6.3,25,15.3,11.4,8.4,1.1,0.1,1.8,27.6,3.8,3.3,3.6,0.2,2.1,1.3,12.4,5.8,0.8,5.8,1.2,0.2,0.7,0.2,6.9,8,14.9,13.6,14.8,5.9,8.9,557.5,40.8,22.9,433.9,59.9,9.4,1.9,7.5,0.2,0,0.2,0.1,0,0.4,0.7,149,198,3.921052632,5.210526316,,,,,,,,,,,,,,,,,,
Newcastle DL 2011/2012,Newcastle,Premier League,2011/2012,5,38,19,8,11,65,56,51,5,51,47.9,76,19,3,67,331,37,4,8,2,5,19.6,7.6,27.1,16.3,11.4,10.8,1.8,0.1,2.6,26,3.8,3.2,2.9,0.2,1.5,1.3,12.9,6.2,0.8,5.9,1.3,0.4,0.7,0.3,6.1,6.3,12.4,15.6,23.1,10.9,12.2,394.9,32.1,33.4,267.9,61.5,8.9,2.1,6.7,0.3,0,0.2,0,0,0.5,0.9,157,176,4.131578947,4.631578947,,,,,,,,,,,,,,,,,,
Aston Villa DL 2011/2012,Aston Villa,Premier League,2011/2012,16,38,7,17,14,38,37,53,-16,37,45.7,72.2,22,2,63,297,30,1,3,3,0,20.4,7.2,27.6,19.5,9.4,10.9,1.8,0.1,2.2,34.2,4.6,3.8,3.1,0.5,1.5,1.1,11.5,4.7,0.8,6,1,0.2,0.5,0.2,7.9,5.6,13.5,7.9,26.7,13.5,13.2,356.4,27.7,33.8,229.7,65.2,9.1,2.2,6.9,0.3,0,0,0,0,0.4,0.7,146,185,3.842105263,4.868421053,,,,,,,,,,,,,,,,,,
Everton DL 2011/2012,Everton,Premier League,2011/2012,7,38,15,11,12,56,50,40,10,51,48.4,76.7,23,2,65,348,29,1,13,5,2,16.4,5.2,21.6,16.3,10.6,12.7,1.6,0.1,3.1,29.8,3.8,2.3,2.5,0.2,1.4,0.9,13.7,5.9,0.8,6.9,1.3,0.2,0.8,0.2,5.3,4.4,9.8,12.8,24.2,11.8,12.4,405.4,31.9,30.1,278.9,64.5,10,2.3,7.7,0.3,0.1,0.1,0.1,0,0.5,0.9,166,138,4.368421053,3.631578947,,,,,,,,,,,,,,,,,,
West Bromwich DL 2011/2012,West Bromwich,Premier League,2011/2012,10,38,13,8,17,47,45,52,-7,47,46.7,76.2,21,2,58,345,25,3,15,1,1,18,6.5,24.5,14.6,9.4,11.1,1.2,0,3.4,25.2,4.4,3.4,3.1,0,1.7,1.3,14.3,6.4,1.1,6.8,1.2,0.2,0.7,0.3,7.6,6.3,13.9,11,20.6,10.8,9.8,396.3,27.4,28.4,274.6,65.9,11.1,2.2,8.9,0.2,0.1,0.1,0.1,0,0.6,0.9,184,171,4.842105263,4.5,,,,,,,,,,,,,,,,,,
Queens Park Rangers DL 2011/2012,Queens Park Rangers,Premier League,2011/2012,17,38,10,7,21,37,43,66,-23,43,46.6,73.8,21,1,68,298,28,0,11,2,2,20.1,6.2,26.3,14.4,11.7,10.8,1.4,0.2,2.2,37.2,4.9,3.4,3.3,0.2,1.8,1.3,14.2,7.8,1,5.4,1.1,0.2,0.7,0.2,6.4,5.9,12.3,11.3,23.9,11,12.9,361.6,33.1,32.7,233.6,62.2,10.4,2,8.4,0.3,0,0,0.1,0,0.4,0.7,156,207,4.105263158,5.447368421,,,,,,,,,,,,,,,,,,
Bolton DL 2011/2012,Bolton,Premier League,2011/2012,18,38,10,6,22,36,46,77,-31,46,47.5,71.1,20,3,68,303,24,0,13,5,4,19.2,6.7,25.8,18.6,9.3,12.2,1.3,0.1,1.4,33.1,4.4,2.6,3.7,0.2,2.2,1.3,13,5.8,0.6,6.6,1.1,0.2,0.8,0.2,5.2,6.1,11.3,11.6,25.3,12.8,12.5,368.6,30.7,36.1,231.4,70.4,9.4,2.5,6.9,0.2,0,0.1,0.1,0,0.4,0.8,159,233,4.184210526,6.131578947,,,,,,,,,,,,,,,,,,
Norwich DL 2011/2012,Norwich,Premier League,2011/2012,12,38,12,11,15,47,52,66,-14,52,47.4,75.4,23,1,75,339,30,4,16,2,0,18.2,7.6,25.8,12.3,8.7,10.7,1.5,0.1,1.9,38.2,4.1,3.1,3.7,0.3,2.2,1.2,13.5,6.1,1.1,6.3,1.4,0.4,0.8,0.1,4.2,3,7.2,10,21,10.5,10.4,408.1,37.4,34.8,270.3,65.6,10.2,3.1,7.2,0.5,0,0.1,0.1,0,0.3,1,171,228,4.5,6,,,,,,,,,,,,,,,,,,
Wigan DL 2011/2012,Wigan,Premier League,2011/2012,15,38,11,10,17,43,42,62,-20,42,49.9,79.9,20,1,66,362,23,2,11,5,1,19.2,6.9,26.1,15.2,11.1,12.8,1.8,0.1,1.9,24.3,3.4,2.5,3.1,0.1,1.7,1.3,13.7,6.8,0.8,6.1,1.1,0.1,0.7,0.3,8.6,7.6,16.1,10.9,16.5,7.9,8.6,422.7,36.9,27.1,301,57.8,9.9,2.3,7.6,0.2,0.1,0.1,0,0,0.3,0.5,161,200,4.236842105,5.263157895,,,,,,,,,,,,,,,,,,
Stoke DL 2011/2012,Stoke,Premier League,2011/2012,14,38,11,12,15,45,36,53,-17,38,43.3,69.1,22,1,68,229,14,1,16,4,1,17.2,6.6,23.8,12.1,10.4,11.9,1.6,0.1,1.6,50.3,4.1,2.4,3.2,0.1,1.3,1.8,9.9,3.6,1.6,4.7,1,0.3,0.5,0.1,6.1,3.7,9.8,12.1,26,15.3,10.7,293.4,35.7,30.1,167.1,60.5,7.1,2.7,4.4,0.3,0.1,0,0.1,0,0.4,0.7,105,177,2.763157895,4.657894737,,,,,,,,,,,,,,,,,,
Blackburn DL 2011/2012,Blackburn,Premier League,2011/2012,19,38,8,7,23,31,48,78,-30,48,43.8,71.2,16,2,67,274,19,2,19,4,4,18.2,7.1,25.2,18.9,9.6,12.1,1.7,0.1,1.6,35,3.9,3.7,2.8,0.3,1.3,1.2,11.9,5.6,1,5.3,1.2,0.4,0.6,0.2,8.3,6.2,14.6,9.7,20.9,9.4,11.5,338.6,25.3,40.4,215.7,57.1,8.1,2,6.1,0.3,0.1,0.1,0.1,0,0.4,0.8,150,190,3.947368421,5,,,,,,,,,,,,,,,,,,
Wolverhampton DL 2011/2012,Wolverhampton,Premier League,2011/2012,20,38,5,10,23,25,40,82,-42,42,48.2,75.6,26,1,69,336,27,1,9,3,0,16.2,5.8,22.1,15.7,10.3,9.9,1.7,0.1,2.2,30.9,4.2,2.7,4.7,0.2,2.4,2.1,12.4,5.1,1,6.4,1.1,0.2,0.8,0.1,6,4.3,10.4,11.2,22.4,10.6,11.8,399.7,33.3,34.3,269,63.1,8.7,2.6,6.2,0.3,0,0.1,0,0,0.3,0.7,152,271,4,7.131578947,,,,,,,,,,,,,,,,,,
Manchester United DL 2012/2013,Manchester United,Premier League,2012/2013,1,38,28,5,5,89,86,43,43,85,54.9,85.2,25,3,59,471,51,3,22,4,6,19.2,5.7,24.9,13.6,11.1,9.9,1.5,0,2.5,34.6,3.8,2.4,2.8,0.2,1.2,1.3,14.7,5,1.3,8.4,2.2,0.7,1.2,0.2,5.9,6.4,12.4,13.3,26.8,14.2,12.6,526.4,37.2,20.6,411.5,57.1,11.7,2.2,9.4,0.6,0.2,0.1,0,0,0.9,1.6,243,152,6.394736842,4,,,,,,,,,,,,,,,,,,
Arsenal DL 2012/2013,Arsenal,Premier League,2012/2013,4,38,21,10,7,73,72,37,35,69,56.2,85.2,25,6,54,510,45,7,12,5,3,19.7,7.6,27.3,16.7,10.8,10.1,1.1,0.1,2.1,23,2.5,1.1,2.7,0.1,1.3,1.3,15.7,6.4,1.1,8.3,1.8,0.4,1.2,0.2,10.4,10.7,21.1,10.8,30.9,16.8,14.1,562.8,32.9,19.7,446.6,63.6,12.3,1.7,10.6,0.4,0.1,0.3,0.1,0,0.7,1.4,272,142,7.157894737,3.736842105,,,,,,,,,,,,,,,,,,
Liverpool DL 2012/2013,Liverpool,Premier League,2012/2013,7,38,16,13,9,61,71,43,28,71,55.1,83.9,21,3,61,475,50,1,11,5,4,20.9,6.9,27.8,13.8,9.4,10.6,1.4,0.1,2.9,24.1,2.8,1.7,2.5,0.1,1.3,1.2,19.4,8.4,0.9,10.2,1.9,0.2,1.2,0.3,10.6,9.9,20.5,13.9,24.4,12.7,11.7,530,38.9,20.5,405.8,64.8,14.6,2.6,11.9,0.2,0.1,0.3,0,0,0.7,1.2,297,135,7.815789474,3.552631579,,,,,,,,,,,,,,,,,,
Tottenham DL 2012/2013,Tottenham,Premier League,2012/2013,5,38,21,9,8,72,66,46,20,62,52.8,82.5,23,3,62,390,46,6,10,0,4,19.6,5.1,24.7,19,10.3,10.3,1.4,0.1,2,41.9,2.4,2.5,2,0.1,1.2,0.7,17.9,9.7,0.9,7.3,1.6,0.3,0.9,0.4,8.7,8,16.7,12.3,31.6,14.6,17.1,445.8,34.4,25.5,333.2,52.8,13.6,2.1,11.6,0.2,0,0.2,0,0,0.8,1.2,284,127,7.473684211,3.342105263,,,,,,,,,,,,,,,,,,
Chelsea DL 2012/2013,Chelsea,Premier League,2012/2013,3,38,22,9,7,75,75,39,36,74,52.9,82.7,23,1,60,438,45,3,15,9,3,18.7,6.8,25.5,13.2,11.9,10.5,1.3,0.1,2.1,25.8,2.7,3,3.2,0,1.9,1.3,16.5,7.7,0.8,8,1.9,0.3,1.3,0.3,9.4,7.3,16.7,11.4,26.7,13.5,13.2,492.1,33.3,25,373.8,60,11.7,1.6,10.2,0.3,0.1,0.2,0,0,0.8,1.3,257,162,6.763157895,4.263157895,,,,,,,,,,,,,,,,,,
Manchester City DL 2012/2013,Manchester City,Premier League,2012/2013,2,38,23,9,6,78,66,34,32,66,56,84.6,23,4,51,488,40,6,14,4,2,17.9,5.6,23.5,12.9,9.2,12.4,1.6,0.1,2,28.2,2.9,2.5,2.1,0.1,1.2,0.8,17.3,6.4,1.2,9.7,1.7,0.2,1.2,0.2,6.1,7.7,13.8,13.5,31.3,15.8,15.4,535.7,31.1,17.6,422,65.1,13.6,2.3,11.3,0.2,0.1,0.1,0.1,0,0.8,1.2,285,112,7.5,2.947368421,,,,,,,,,,,,,,,,,,
Everton DL 2012/2013,Everton,Premier League,2012/2013,6,38,16,15,7,63,55,40,15,53,51.9,79,26,1,64,369,37,3,11,2,2,18.9,6.2,25.2,15.6,13.1,11.7,1.6,0.1,2.6,30.8,3.3,3,2.7,0.2,1.3,1.2,16.7,6.5,1.3,8.8,1.4,0.2,0.9,0.3,6.7,5.3,12,11.8,35.4,18.6,16.9,424.7,33.8,27.4,301.7,61.8,12.8,2.8,9.9,0.4,0.1,0.1,0,0,0.6,1.1,266,143,7,3.763157895,,,,,,,,,,,,,,,,,,
Swansea DL 2012/2013,Swansea,Premier League,2012/2013,9,38,11,13,14,46,47,51,-4,48,54.4,84.4,21,2,62,477,40,2,5,0,0,18,6.5,24.5,18.3,11,10.8,1.5,0.1,2.3,35.7,4.1,3.1,3.8,0.1,2.3,1.4,13.3,5.2,0.6,7.5,1.3,0.2,0.9,0.2,8.3,5.2,13.5,9.5,30.5,12.9,17.6,533.2,36.9,23.5,413.2,59.6,10,1.6,8.4,0.3,0.1,0.1,0,0,0.4,0.8,209,201,5.5,5.289473684,,,,,,,,,,,,,,,,,,
Fulham DL 2012/2013,Fulham,Premier League,2012/2013,12,38,11,10,17,43,50,60,-10,45,49.6,81.4,19,1,66,395,29,2,8,6,5,17.9,7.2,25.1,19.6,10.8,10.9,1.3,0.1,1.9,33.5,4.2,3.5,3.8,0.2,2.1,1.5,12.1,5.7,0.9,5.5,1.2,0.3,0.7,0.2,7.3,6.2,13.5,11.7,28.5,15.3,13.3,455.7,35.1,29.1,335.9,55.6,8.7,1.4,7.2,0.3,0.1,0.1,0.1,0,0.4,0.8,205,198,5.394736842,5.210526316,,,,,,,,,,,,,,,,,,
Aston Villa DL 2012/2013,Aston Villa,Premier League,2012/2013,15,38,10,11,17,41,47,69,-22,53,47.1,77.2,18,2,62,328,28,6,10,3,0,19.4,6.8,26.3,20.3,9.1,12,1.9,0.1,2.6,40.1,4.7,4.1,2.9,0.1,1.8,1,11.5,5,0.6,6,1.4,0.2,0.7,0.3,3.8,6.6,10.4,13.3,36.9,18.9,18,385.2,31.1,28.7,266.2,59.2,8.9,2.2,6.8,0.2,0.1,0.1,0,0,0.5,0.8,176,193,4.631578947,5.078947368,,,,,,,,,,,,,,,,,,
Southampton DL 2012/2013,Southampton,Premier League,2012/2013,14,38,9,14,15,41,49,60,-11,51,52.2,77.3,24,6,55,396,32,2,8,3,4,21.6,6.1,27.6,20.5,9.4,10.8,1.1,0.1,2.3,33.6,2.9,2.4,2.6,0.2,1.6,0.8,13.6,6.4,0.8,6.4,1.3,0.4,0.7,0.1,7.1,6.3,13.3,12.5,32.8,16.4,16.4,450.5,26.3,28.2,322.2,73.9,9.7,1.6,8.1,0.2,0.1,0.1,0,0,0.3,0.6,207,162,5.447368421,4.263157895,,,,,,,,,,,,,,,,,,
West Ham DL 2012/2013,West Ham,Premier League,2012/2013,10,38,12,10,16,46,45,53,-8,45,45.1,73.6,27,1,62,284,25,2,12,4,2,19.2,7.1,26.3,12.1,9.6,12.4,1.9,0,2.2,39.9,4.4,2.6,4.3,0.2,2.2,1.8,13,4.2,1.4,7.4,1.2,0.3,0.7,0.2,5.9,5,10.9,13,38.7,21.1,17.6,341.1,30.4,29.4,220.6,60.6,9.9,2.7,7.2,0.3,0.1,0.1,0.1,0,0.5,0.8,206,215,5.421052632,5.657894737,,,,,,,,,,,,,,,,,,
Sunderland DL 2012/2013,Sunderland,Premier League,2012/2013,17,38,9,12,17,39,41,54,-13,42,44.7,75.2,23,1,61,296,21,3,11,4,2,20.6,8.4,29,15.3,12.1,12,1.6,0.1,1.8,30.4,4.7,2.6,3.9,0.2,2.3,1.5,11,5.2,0.8,4.9,1.1,0.3,0.6,0.2,7.2,6.2,13.4,11.1,37.9,17.1,20.9,354.4,29.6,30.8,237,57,7.3,1.4,6,0.2,0,0.1,0,0,0.4,0.6,164,200,4.315789474,5.263157895,,,,,,,,,,,,,,,,,,
Queens Park Rangers DL 2012/2013,Queens Park Rangers,Premier League,2012/2013,20,38,4,13,21,25,30,60,-30,34,46.9,76.2,18,1,59,315,20,4,5,1,0,21.5,7,28.5,17.4,11.4,10.7,1.6,0.1,2.8,35.9,4.6,2.9,3.7,0.3,1.9,1.4,13.2,7.3,0.5,5.3,0.9,0.1,0.4,0.3,8.1,9.2,17.3,11.9,32.8,15.3,17.4,368.8,27,29.7,254,58.1,9.8,2.2,7.7,0.1,0,0.2,0,0,0.3,0.6,183,192,4.815789474,5.052631579,,,,,,,,,,,,,,,,,,
Newcastle DL 2012/2013,Newcastle,Premier League,2012/2013,16,38,11,8,19,41,45,68,-23,45,49.3,79.1,25,2,69,327,31,2,6,4,2,19.2,7.3,26.5,12.5,10.6,12.3,1.9,0.1,2.2,41.7,3,2.8,3,0.3,1.8,0.9,14,7,0.6,6.5,1.2,0.1,0.7,0.3,8.4,8.9,17.3,13.3,36.7,18.1,18.6,392,35.9,31.4,274.2,50.4,10.3,3.1,7.2,0.2,0,0.2,0,0,0.3,0.6,208,189,5.473684211,4.973684211,,,,,,,,,,,,,,,,,,
Stoke DL 2012/2013,Stoke,Premier League,2012/2013,13,38,9,15,14,42,34,45,-11,37,44.5,69.9,23,1,63,274,14,1,15,3,1,19.1,7.5,26.6,13.2,9.4,12.8,2,0.1,1.9,30.6,4.2,2.8,2.9,0.1,1.5,1.2,10.3,4.2,1.1,5,1,0.2,0.6,0,6.5,4.2,10.7,10.4,48.7,28.9,19.8,333.7,32.4,29.7,200.7,70.8,7.5,2.1,5.4,0.2,0.1,0,0,0,0.3,0.5,144,154,3.789473684,4.052631579,,,,,,,,,,,,,,,,,,
West Bromwich DL 2012/2013,West Bromwich,Premier League,2012/2013,8,38,14,7,17,49,53,57,-4,53,46.3,77.7,21,1,61,334,31,5,9,5,3,18.4,6.5,24.9,9.9,10.3,11.5,1.7,0.1,2.6,28.4,4.2,4.2,3.5,0.2,1.9,1.4,13.3,6.3,1.1,5.9,1.4,0.4,0.8,0.2,5.1,5.5,10.6,12,31.1,15.7,15.4,387.7,30,28.8,271.2,57.7,10.1,2.3,7.8,0.4,0.1,0,0,0,0.6,0.9,200,177,5.263157895,4.657894737,,,,,,,,,,,,,,,,,,
Wigan DL 2012/2013,Wigan,Premier League,2012/2013,18,38,9,9,20,36,47,73,-26,48,52.9,82.1,21,1,62,424,29,2,13,1,2,18.7,7.3,26,18.3,11.6,11.9,1.8,0.1,2.2,23.4,3.6,2.5,2.8,0.1,1.4,1.3,13.2,6,1,6.2,1.3,0.3,0.8,0.1,7.2,7,14.2,11,22,10.3,11.7,481.6,37.9,22.9,357.4,63.3,10.2,2.3,7.8,0.3,0.1,0.2,0,0,0.4,0.8,209,188,5.5,4.947368421,,,,,,,,,,,,,,,,,,
Norwich DL 2012/2013,Norwich,Premier League,2012/2013,11,38,10,14,14,44,41,58,-17,41,44.4,73,22,1,64,302,22,0,17,1,1,17.8,7.8,25.6,14.2,10.5,11.5,1.6,0,2.6,30.2,3.7,2.5,3.1,0.1,1.7,1.3,10.9,5.1,1.1,4.6,1.1,0.3,0.6,0.1,6,4.8,10.8,10.2,35.7,17,18.7,363,26.4,36.3,238.6,61.7,7.8,1.9,5.9,0.3,0,0.1,0.1,0,0.3,0.7,177,176,4.657894737,4.631578947,,,,,,,,,,,,,,,,,,
Reading DL 2012/2013,Reading,Premier League,2012/2013,19,38,6,10,22,28,43,73,-30,41,42.8,69.2,27,1,61,265,22,2,13,4,2,15.8,5.7,21.5,14.7,11.3,10.4,1.2,0,2.1,34.2,4.4,2.9,4.1,0.2,2.2,1.7,10.3,4,1,5.3,1.1,0.3,0.7,0.1,5.4,4.4,9.8,11.8,43.5,18.4,25.1,321.4,26.9,32.4,195.7,66.5,7.5,2.5,5.1,0.4,0.1,0.1,0.1,0,0.3,0.7,146,236,3.842105263,6.210526316,,,,,,,,,,,,,,,,,,
Liverpool DL 2013/2014,Liverpool,Premier League,2013/2014,2,38,26,6,6,84,101,50,51,101,54.7,84.1,17,5,56,469,51,9,26,10,5,22.3,9.2,31.4,12.3,10.8,10.8,1.4,0,2.1,35.3,3.3,2.7,2.8,0.1,1.2,1.6,17.1,7.4,1.1,8.7,2.7,0.5,1.5,0.5,11.6,12.4,23.9,11.2,30.1,15.2,14.9,524.4,34,21.5,406.8,62.1,13.1,2.3,10.8,0.6,0.2,0.3,0.2,0,0.8,1.7,300,152,7.894736842,4,,,,,,,,,,,,,,,,,,
Manchester City DL 2013/2014,Manchester City,Premier League,2013/2014,1,38,27,5,6,86,102,37,65,100,55.7,85.5,23,3,55,502,66,5,20,6,5,19.9,9.4,29.3,13.1,9,10.4,1.9,0,1.6,25.1,1.6,2.2,2.3,0.1,0.9,1.3,17.7,5.9,1.3,10.4,2.6,0.4,1.7,0.4,6.9,8.9,15.8,10.8,29,15.2,13.8,553.6,32.2,21.2,441.4,58.8,14.4,2.6,11.8,0.5,0.1,0.3,0,0,0.9,1.7,239,126,6.289473684,3.315789474,,,,,,,,,,,,,,,,,,
Chelsea DL 2013/2014,Chelsea,Premier League,2013/2014,3,38,25,7,6,82,71,27,44,71,53.9,82.7,21,1,62,432,44,5,15,5,2,19.2,8.9,28.2,9.8,11.8,11.2,1.5,0.1,2.8,30.9,2.5,2.8,2.5,0.1,1.3,1.1,18.2,8.3,1.3,8.6,1.9,0.5,0.9,0.4,10.2,11.4,21.7,10.3,35.2,19.3,15.9,487.9,34.9,25.1,368.5,59.4,13.5,2,11.5,0.2,0,0.2,0.1,0,0.7,1.1,281,121,7.394736842,3.184210526,,,,,,,,,,,,,,,,,,
Arsenal DL 2013/2014,Arsenal,Premier League,2013/2014,4,38,24,7,7,79,68,41,27,70,55.7,85.5,20,4,55,524,54,3,8,3,0,18.8,8.4,27.1,14.3,10.6,9.2,1.4,0.1,1.9,32.2,2.7,2.5,3,0.2,1.2,1.7,13.8,5.1,0.9,7.8,1.8,0.4,1.3,0.1,10.1,9,19.1,9.7,32.7,17.9,14.7,576.1,35.3,19.2,457.4,64.2,10.7,1.6,9.2,0.4,0.1,0.3,0.1,0,0.7,1.4,254,147,6.684210526,3.868421053,,,,,,,,,,,,,,,,,,
Everton DL 2013/2014,Everton,Premier League,2013/2014,5,38,21,9,8,72,61,39,22,62,54.4,83.2,22,1,68,431,40,3,12,3,3,19.4,7.9,27.3,12.2,11.7,9.6,1.4,0,2.1,29.4,3.4,3.5,3.1,0.2,1.5,1.4,14.8,6.3,1,7.4,1.6,0.3,0.8,0.3,8.9,12.6,21.6,12.4,30.9,14.3,16.6,490.6,39.7,25.6,368.6,56.7,11.1,1.9,9.2,0.3,0.1,0.2,0,0,0.7,1.2,235,148,6.184210526,3.894736842,,,,,,,,,,,,,,,,,,
Manchester United DL 2013/2014,Manchester United,Premier League,2013/2014,7,38,19,7,12,64,64,43,21,64,54.3,84,27,2,62,447,46,1,11,5,1,17.8,7.4,25.2,15.6,11.8,10.6,1.7,0.1,2.6,37,2.8,2,2.7,0.1,1.4,1.2,13.8,4.9,1.3,7.6,1.7,0.4,1,0.3,7.6,8.9,16.5,13,31,15.4,15.6,504.9,37.8,23.1,386.3,57.7,10.3,2.3,8.1,0.3,0.1,0.2,0.1,0,0.5,1,234,143,6.157894737,3.763157895,,,,,,,,,,,,,,,,,,
Southampton DL 2013/2014,Southampton,Premier League,2013/2014,8,38,15,11,12,56,54,46,8,53,56.5,81.1,23,2,70,457,35,2,12,3,2,21.2,8.5,29.6,13.9,9.9,11.7,1.6,0,2.6,32.2,1.7,2.6,2.2,0.1,1.1,1,14.1,6.2,0.9,7,1.4,0.3,0.9,0.2,7.9,8.9,16.8,13.6,35.4,17.4,18,521.6,38.6,29.4,384.3,69.3,10.6,2.3,8.3,0.2,0.1,0.1,0.1,0,0.7,1.1,181,132,4.763157895,3.473684211,,,,,,,,,,,,,,,,,,
Crystal Palace DL 2013/2014,Crystal Palace,Premier League,2013/2014,11,38,13,6,19,45,33,48,-15,33,41.1,70.2,19,1,60,263,17,2,8,5,1,22.3,9.2,31.5,18.3,9.7,10.8,1.5,0.1,1.9,37.6,3.7,3.4,3.1,0,1.9,1.2,10.9,4.8,0.9,5.2,0.9,0.2,0.5,0.1,10.1,7.7,17.8,9.5,44.4,23.2,21.2,319.9,25.1,34.2,199.3,61.3,8.2,2.1,6.1,0.2,0.1,0.1,0,0,0.3,0.5,142,169,3.736842105,4.447368421,,,,,,,,,,,,,,,,,,
Tottenham DL 2013/2014,Tottenham,Premier League,2013/2014,6,38,21,6,11,69,55,51,4,51,53.4,81.1,23,1,64,421,30,4,11,5,5,19.8,7.7,27.5,14.7,10.2,10.7,1.7,0.1,1.7,26,2.1,2.6,2.8,0.2,1.6,1.1,15.4,7.8,0.8,6.8,1.3,0.3,0.7,0.3,7.5,11,18.5,15.8,31.7,15,16.7,480.2,33.4,29.2,356.2,61.4,11.7,1.7,10,0.3,0,0,0.1,0,0.5,0.8,228,152,6,4,,,,,,,,,,,,,,,,,,
Stoke DL 2013/2014,Stoke,Premier League,2013/2014,9,38,13,11,14,50,45,52,-7,43,48.1,77.3,19,1,62,356,29,3,7,4,2,20.8,10.6,31.4,12.6,9.5,12.8,1.9,0.1,2.1,29.1,4.1,2.9,3.3,0.2,1.6,1.6,11.3,5.3,0.8,5.1,1.1,0.2,0.6,0.4,6.9,7.6,14.5,12.5,41.5,25.3,16.2,412.9,33.7,26.8,285.6,66.8,8.7,2.2,6.5,0.1,0.1,0.1,0,0,0.5,0.7,142,173,3.736842105,4.552631579,,,,,,,,,,,,,,,,,,
